id,bloque,promesa,estado,severidad,verificacion,esfuerzo,lote,rama,dueno,autoridad_aceptacion,firmado_por,fecha_firma,evidencia_prod,archivo
SWEEP-PRIOR-AUDIT-04,cross,"«la ruta POST de asignación de supervisor consulta redes_de_colegios.name, y la columna es nombre».",BROKEN,P1,1-lens,S,B2a,fix/red-super,Brent,Madre Superiora,,,PENDIENTE,"TRUE, y el informe se queda corto. `supabase/migrations/00000000000000_baseline.sql:10491-10499` define `redes_de_colegios (id, nombre, descripcion, created_by, created_at, updated"
SWEEP-PRIOR-AUDIT-05,cross,"«el informe de colegios consulta schools.community_id, que no existe».",BROKEN,P1,1-agent,M,BACKLOG-P1,,,,,,PENDIENTE,"TRUE. `pages/api/reports/school.ts:114-117` hace `.from('schools').select('id, name, community_id')`. `schools` (baseline:7493-7499) tiene `id, name, has_generations, cliente_id, l"
SWEEP-PRIOR-AUDIT-06,cross,«el correo de resumen de reunión puede fallar mientras la UI afirma éxito» y «due_date es nullable y no obligatorio».,BROKEN,P1,1-lens,L,B3b,fix/mail-truth,Brent,Directora,,,PENDIENTE,"TRUE las dos, y de nuevo el informe se queda corto. (a) `pages/api/meetings/[id]/finalize.ts:302-308` devuelve `recipients_count`, `sent`, `failed`, `summary_email_sent` y `summary"
SWEEP-PRIOR-AUDIT-07,cross,"«el DELETE de administrador borra permanentemente el almacenamiento, la licitación y el historial hijo en cascada».",BROKEN,P1,1-agent,L,B8c,fix/lic-audit,Brent,Encargado Lic.,,,PENDIENTE,"TRUE, exacto. `pages/api/licitaciones/[id].ts:154` es `handleDelete`; `:193` hace `serviceClient.storage.from('licitaciones').remove(storagePaths)` sin copia; `:198-201` hace `.fro"
SWEEP-PRIOR-AUDIT-08,cross,"«la generación de ZIP devuelve éxito aunque falten archivos, dejando solo _archivos_faltantes.txt en el archivo».",BROKEN,P2,1-agent,M,BACKLOG-P2,,,,,,PENDIENTE,"TRUE. `pages/api/licitaciones/[id]/download-zip.ts:137` y `:148` empujan a `skippedFiles` tanto por ruta inválida como por fallo de descarga de Storage, y en ambos casos hacen `con"
SWEEP-PRIOR-AUDIT-09a,cross,RLS grupo A — 14 tablas legacy SIN referencias en código (cierre mecánico REVOKE+ENABLE),BROKEN,P0,2-lens,XL,B2b,fix/rls-anon,Brent + agente BD,Privacidad,,,PENDIENTE,"TRUE, y el informe se queda MUY corto en el privilegio. `PROJECT_STATE.md:292` lista las 22 por nombre y `supabase/tests/001-rls-enabled.sql:57-66` las tiene allowlisted con el com"
SWEEP-PRIOR-AUDIT-09b,cross,RLS grupo B — 8 tablas legacy REFERENCIADAS (requieren diseño de política),BROKEN,P0,2-lens,XL,B10a,fix/rls-grupo-b,Brent + agente BD,Privacidad,,,PENDIENTE,"TRUE, y el informe se queda MUY corto en el privilegio. `PROJECT_STATE.md:292` lista las 22 por nombre y `supabase/tests/001-rls-enabled.sql:57-66` las tiene allowlisted con el com"
SWEEP-PRIOR-AUDIT-10,cross,«los datos semilla de feriados 2025-2027 existen solo en una migración archivada».,CONDITIONAL,P1,1-agent,S,B8b,fix/feriados,Brent + agente BD,Encargado Lic.,,,PENDIENTE,"TRUE. `supabase/migrations/00000000000000_baseline.sql:8586` crea `feriados_chile` con índices (`idx_feriados_chile_fecha` :14148, `idx_feriados_chile_year` :14152), RLS (:20527) y"
SWEEP-PRIOR-AUDIT-11,cross,Los conteos de pruebas y el estado de CI declarados en el informe previo.,UNVERIFIABLE,P2,1-agent,S,,,,,,,n/a,"PARCIALMENTE VERIFICADO. Confirmado con gh: `gh run list --branch main` muestra el último CI de main verde el 2026-08-17 (run 32034545953, «feat(zoom): add Z7 attendance and audite"
SWEEP-PRIOR-AUDIT-12,cross,"OMISIÓN 1 — «las pestañas usan profiles.role legacy»: en realidad la columna profiles.role NO EXISTE, y tres de los cuatro endpoints devuelven 500 o 4",BROKEN,P1,1-lens,L,B6c,fix/net-tabs,Brent,Madre Superiora,,,PENDIENTE,El informe previo describe esto como un problema de consistencia y de alcance. Es un fallo duro. `public.profiles` (baseline:7449-7477) NO tiene columna `role`; el COMMENT de `prof
SWEEP-PRIOR-AUDIT-13,cross,"OMISIÓN 2 — el servicio de notificaciones NUNCA envía correo: la rama «immediate» es un TODO, y tres RPC y una tabla que invoca no existen en el esque",BROKEN,P1,2-lens,L,B10b,fix/notif-mail,Brent,Ingeniería,,,PENDIENTE,No aparece en el informe previo en ninguna forma. `lib/notificationService.ts:1131-1156` es `handleEmailNotification`. El caso por defecto es `'immediate'` y su cuerpo completo es 
SWEEP-PRIOR-AUDIT-14,cross,"OMISIÓN 3 — acuerdos, compromisos, tareas y asistentes se insertan sin comprobar el error: se pierden en silencio y la UI declara éxito; en la ruta de",BROKEN,P0,1-lens,L,B3a,fix/meet-save,Brent,Directora,,,PENDIENTE,"El informe previo dice «la base rechaza finalmente un responsable ausente», dando a entender que la usuaria ve un error. No lo ve. Ruta de CREACIÓN, `utils/meetingUtils.ts`: los cu"
SWEEP-PRIOR-AUDIT-15,cross,"OMISIÓN 4 — todo lo que vieron las directoras el 22 de agosto se sembró en un Supabase LOCAL, con un seeder no versionado que se niega por diseño a ap",REFUTED,NONE,2-lens,,,,,,,,n/a,"El informe previo lo formula como «no hubo sesión autenticada de producción disponible para esta auditoría», lo que suena a limitación del auditor. El repositorio dice algo más fue"
SWEEP-PRIOR-AUDIT-16,cross,"OMISIÓN 5 — fix/auth-sec2 NO es «main más el endurecimiento de autenticación»: le falta todo Z7 (PR #49), así que fusionarla es una integración real, ",CONDITIONAL,P1,1-agent,L,B10c,auth/rebase-z7,Brent,Seguridad,,,PENDIENTE,El informe previo trata `fix/auth-sec2` (4b87243c) como una rama de endurecimiento pendiente de revisión y nada más. Los hechos de git: `git merge-base main fix/auth-sec2` = 439994
