claim_id,claim_kind,classification_basis,bloque,claim_text,estado,severidad,verificacion,evidencia_prod,autoridad_aceptacion,firmado_por,fecha_firma
SWEEP-NONFUNCTIONAL-ERROR-SURFACES-REPORTES,IMPLIED_COMMITMENT,"Localizador: lámina 15, las dos capturas «Dashboard de Reportes · Acceso Nivel Red» y «Reportes Detallados de Progreso · Escuelas de tu red asignada»; guión A·15 @24:20. Inferencia: mostrar esas pantallas como las superficies de trabajo de la supervisora representa que operan en es-CL (CLAUDE.md §Language) y no vuelcan texto crudo de API; nunca se enunció.",cross,Las pantallas de la Madre Ana María: `/reports` «Resumen General · Acceso Nivel Red» y `/detailed-reports` «Escuelas de tu red asignada».,BROKEN,P1,1-agent,PENDIENTE,,,
SWEEP-NONFUNCTIONAL-LICITACIONES-ES-CL,IMPLIED_COMMITMENT,Localizador: Bloque 5 lámina 1 (rótulo «BLOQUE 5 · IMPECABILIDAD ADMINISTRATIVA») y lámina 4 («TRES DOCUMENTOS OFICIALES … las genera la plataforma en Word»). Inferencia: documentos oficiales chilenos y su módulo se representan en es-CL correcto (CLAUDE.md §Language); la ortografía nunca se enunció.,cross,"Bloque 5 · «Impecabilidad administrativa»: el módulo de Licitaciones Ley SEP y los documentos oficiales que genera (Bases, Acta de Reunión, Carta de A",BROKEN,P1,1-agent,PENDIENTE,,,
SWEEP-NONFUNCTIONAL-OBSERVABILITY,IMPLIED_COMMITMENT,"Localizador: guión A·01 @0:00 («ustedes van a entrar la próxima semana») y A·17 @27:10. Inferencia declarada en el propio texto de la fila: si la plataforma se rompe un lunes a las 8am, alguien debe enterarse. Nunca se enunció.",cross,"Implícito en «las directoras entran la próxima semana»: si algo se rompe un lunes a las 8am, alguien se entera.",BROKEN,P1,1-lens,PENDIENTE,Privacidad,,
SWEEP-NONFUNCTIONAL-PRIVACY-RBAC,OPERATIONAL_PRECONDITION,"Precondición de A15-2 y A15-6 (lámina 15 muestra progreso persona por persona con su colegio al lado). Base técnica: Ley 21.719 y CLAUDE.md §Privacidad — dato de menores es PII sensible; el alcance por rol debe sostenerse en RLS, no en la UI.",cross,Ley 21.719: ningún dato personal de estudiantes se expone; cada rol ve solo lo que le corresponde.,READY,P2,1-agent,n/a,,,
SWEEP-NONFUNCTIONAL-PROD-SECRETS-UNIGNORED,AUDIT_FINDING,"Sin localizador de presentación, y la propia fila lo dice: «no es una promesa a las directoras». Artefacto: barrido no funcional en docs/reviews/santa-marta-promise-audit-2026-08-24.md. Evidencia: .env.local.prod-backup-20260822 sin seguimiento y sin ignorar en el árbol de trabajo; git check-ignore sale 1.",cross,"Higiene operativa del entorno de demo creado para la jornada (no es una promesa a las directoras, pero condiciona la semana 1).",BROKEN,P1,1-agent,PENDIENTE,,,
SWEEP-NONFUNCTIONAL-RESPONSIVE,OPERATIONAL_PRECONDITION,"Precondición de SWEEP-ONBOARDING-DATA-01 (guión A·01 @0:00). Base técnica: CLAUDE.md §Architecture «must work on older school hardware (low-end browsers, small screens)»; las pantallas citadas son las densas del deck (láminas 14, 13 y Bloque 5 lámina 2).",cross,"Pantallas densas (Reporte de Horas, Sesiones de Consultoría, stepper de licitaciones de 7 pasos, Reportes Detallados) usables en pantallas pequeñas.",READY,P2,1-agent,n/a,,,
SWEEP-ONBOARDING-DATA-01,EXPLICIT_PROMISE,"Guión A·01 @0:00, verbatim: «Lo que les voy a mostrar en los próximos treinta minutos son pantallas reales, con datos de prueba, no dibujos de lo que nos gustaría tener» y «ustedes van a entrar la próxima semana»; reforzado por la REGLA DE HONESTIDAD del guión p. 1.",cross,"""Lo que les voy a mostrar son PANTALLAS REALES, con DATOS DE PRUEBA"" + ""ustedes van a entrar LA PROXIMA SEMANA""",CONDITIONAL,P0,1-agent,PENDIENTE,Onboarding,,
SWEEP-ONBOARDING-DATA-02,IMPLIED_COMMITMENT,Localizador: guión A·01 @0:00 («ustedes van a entrar la próxima semana») y B·09 @21:00 («voy a ir a cada uno de los ocho colegios»). Inferencia declarada en el propio texto: que ocho colegios entren implica crear las cuentas de directoras y docentes; la creación de cuentas nunca se enunció.,cross,Ocho colegios van a entrar a la plataforma (implica crear las cuentas de directoras y docentes),BROKEN,P1,1-lens,PENDIENTE,Onboarding,,
SWEEP-ONBOARDING-DATA-03,IMPLIED_COMMITMENT,Localizador: guión A·01 @0:00 («ustedes van a entrar la próxima semana»). Inferencia: entrar exige recibir credenciales; el envío de accesos nunca se enunció en lámina ni guión.,cross,Las directoras van a recibir su acceso a la plataforma,REFUTED,NONE,2-lens,n/a,,,
SWEEP-ONBOARDING-DATA-04,EXPLICIT_PROMISE,"Bloque 4 lámina 14 (contrato CT-2026-SMC-014, guión A·14 @22:30) y Bloque 5 láminas 2 y 3 (LIC-2026-SMC-001, «Programa Evolución Cultural 2026-2027», guión B·02 @0:50); guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",cross,"Contrato CT-2026-SMC-014, programa Evolucion Cultural, y el proceso de licitacion LIC-2026-SMC-001 mostrados en pantalla",REFUTED,NONE,1-lens,n/a,,,
SWEEP-ONBOARDING-DATA-05,EXPLICIT_PROMISE,"Bloque 4 lámina 8 (matriz GT/GI nivel por nivel, guión A·08 @11:00) y lámina 11 («Panel de Resultados», pestaña «Por Curso», guión A·11 @17:00); guión de sala p. 1, «REGLA DE HONESTIDAD: Todas las capturas son pantallas reales del entorno demo».",cross,"Panel de resultados de evaluaciones y plan de migracion por nivel, por colegio",BROKEN,P1,1-agent,PENDIENTE,,,
SWEEP-ONBOARDING-DATA-06,EXPLICIT_PROMISE,"Bloque 4 lámina 15 (pestaña «Rutas de Aprendizaje» y «Tiempo Total 50h 45m», guión A·15 @24:20) y lámina 2 (Pilar 1 «Mi Aprendizaje», guión A·02 @0:40).",cross,Reportes de aprendizaje y avance de rutas formativas (pantallas /reports y /mi-aprendizaje de la Madre y de la docente),BROKEN,P1,1-agent,PENDIENTE,,,
SWEEP-ONBOARDING-DATA-07,EXPLICIT_PROMISE,"Bloque 4 lámina 15 («La Red Santa Marta es una entidad de la plataforma: ocho escuelas», guión A·15 @24:20) y Bloque 5 lámina 3 («Mis Licitaciones — Licitaciones de Santa Marta de Curicó», guión B·03 @3:50).",cross,La Madre Superiora entra como Lider de Red y ve los ocho colegios; la directora ve su colegio y su licitacion,CONDITIONAL,P1,1-agent,PENDIENTE,Onboarding,,
SWEEP-PRIOR-AUDIT-01,AUDIT_FINDING,"Hallazgo del informe previo, re-verificado en docs/reviews/santa-marta-audit-comparison-2026-08-25.md. Evidencia de código: lib/services/school-hours-report.ts:60,133,321 en main declara/consulta/mapea contratos.is_annexo; baseline.sql:7903 define is_anexo.",cross,«main consulta contratos.is_annexo; la columna real es is_anexo» — el informe previo dice que PR #50 lo corrige pero sigue sin fusionar.,CONDITIONAL,P0,1-agent,PENDIENTE,Ingeniería,,
SWEEP-PRIOR-AUDIT-02,AUDIT_FINDING,"Hallazgo del informe previo, re-verificado en docs/reviews/santa-marta-audit-comparison-2026-08-25.md. Evidencia de código: git diff main...fix/gate-score toca 5 archivos, entre ellos pages/api/docente/assessments/[instanceId]/submit.ts y el servicio de puntuación; la rama existe y no tiene PR.",cross,«el gate de cobertura puede impedir un envío válido y puede puntuar respuestas obsoletas» y «fix/gate-score contiene ambas correcciones pero no tiene ,CONDITIONAL,P0,1-agent,PENDIENTE,Ingeniería,,
SWEEP-PRIOR-AUDIT-03,AUDIT_FINDING,"Hallazgo del informe previo, re-verificado en docs/reviews/santa-marta-audit-comparison-2026-08-25.md. Evidencia de código: lib/licitacionDeadlineChecker.ts:4 «Page-load deadline reminder system (no cron)»; vercel.json en main agenda solo zoom-ticker y zoom-reconcile.",cross,«las notificaciones de plazo de licitación solo corren cuando un usuario autorizado abre una página de licitaciones» y «vercel.json solo agenda trabaj,BROKEN,P1,1-agent,PENDIENTE,,,
SWEEP-PRIOR-AUDIT-04,AUDIT_FINDING,"Hallazgo del informe previo, re-verificado en docs/reviews/santa-marta-audit-comparison-2026-08-25.md. Evidencia de código: baseline.sql:10491-10499 define redes_de_colegios(nombre …); pages/api/admin/networks/supervisors.ts consulta name en el POST.",cross,"«la ruta POST de asignación de supervisor consulta redes_de_colegios.name, y la columna es nombre».",BROKEN,P1,1-lens,PENDIENTE,Madre Superiora,,
SWEEP-PRIOR-AUDIT-05,AUDIT_FINDING,"Hallazgo del informe previo, re-verificado en docs/reviews/santa-marta-audit-comparison-2026-08-25.md. Evidencia de código: pages/api/reports/school.ts:114-117 hace .from('schools').select('id, name, community_id'); baseline.sql:7493-7499 no define community_id en schools.",cross,"«el informe de colegios consulta schools.community_id, que no existe».",BROKEN,P1,1-agent,PENDIENTE,,,
SWEEP-PRIOR-AUDIT-06,AUDIT_FINDING,"Hallazgo del informe previo, re-verificado en docs/reviews/santa-marta-audit-comparison-2026-08-25.md. Evidencia de código: pages/api/meetings/[id]/finalize.ts:302-308 devuelve summary_email_sent sin propagar fallo; due_date es nullable en el esquema.",cross,«el correo de resumen de reunión puede fallar mientras la UI afirma éxito» y «due_date es nullable y no obligatorio».,BROKEN,P1,1-lens,PENDIENTE,Directora,,
SWEEP-PRIOR-AUDIT-07,AUDIT_FINDING,"Hallazgo del informe previo, re-verificado en docs/reviews/santa-marta-audit-comparison-2026-08-25.md. Evidencia de código: pages/api/licitaciones/[id].ts:154-211 handleDelete borra los objetos de Storage (:193) y la fila (:198-201) en cascada, sin copia.",cross,"«el DELETE de administrador borra permanentemente el almacenamiento, la licitación y el historial hijo en cascada».",BROKEN,P1,1-agent,PENDIENTE,Encargado Lic.,,
SWEEP-PRIOR-AUDIT-08,AUDIT_FINDING,"Hallazgo del informe previo, re-verificado en docs/reviews/santa-marta-audit-comparison-2026-08-25.md. Evidencia de código: pages/api/licitaciones/[id]/download-zip.ts:137,148 acumulan skippedFiles y devuelven éxito con _archivos_faltantes.txt.",cross,"«la generación de ZIP devuelve éxito aunque falten archivos, dejando solo _archivos_faltantes.txt en el archivo».",BROKEN,P2,1-agent,PENDIENTE,,,
SWEEP-PRIOR-AUDIT-09,AUDIT_FINDING,"Hallazgo del informe previo, re-verificado en docs/reviews/santa-marta-audit-comparison-2026-08-25.md. Evidencia de código: PROJECT_STATE.md:292 lista por nombre las 22 tablas legacy; supabase/tests/001-rls-enabled.sql:57-66 las tiene en allowlist.",cross,RLS legacy alcanzable con la clave anon: veintidós tablas de public sin row level security — catorce sin referencias en código (cierre mecánico REVOKE + ENABLE) y ocho referenciadas que requieren diseño de política.,BROKEN,P0,2-lens,PENDIENTE,Privacidad,,
SWEEP-PRIOR-AUDIT-10,AUDIT_FINDING,"Hallazgo del informe previo, re-verificado en docs/reviews/santa-marta-audit-comparison-2026-08-25.md. Evidencia de código: baseline.sql:8586 crea feriados_chile con índices y RLS; la semilla 2025-2027 vive solo en supabase/migrations-archive/.",cross,«los datos semilla de feriados 2025-2027 existen solo en una migración archivada».,CONDITIONAL,P1,1-agent,PENDIENTE,Encargado Lic.,,
SWEEP-PRIOR-AUDIT-11,AUDIT_FINDING,"Hallazgo del informe previo, re-verificado en docs/reviews/santa-marta-audit-comparison-2026-08-25.md. Evidencia de código: gh run list --branch main: último CI verde de main el 2026-08-17 (run 32034545953). Verificación parcial: los conteos de pruebas del informe previo no son reproducibles desde el repositorio.",cross,Los conteos de pruebas y el estado de CI declarados en el informe previo.,UNVERIFIABLE,P2,1-agent,n/a,,,
SWEEP-PRIOR-AUDIT-12,AUDIT_FINDING,"Hallazgo del informe previo, re-verificado en docs/reviews/santa-marta-audit-comparison-2026-08-25.md. Evidencia de código: public.profiles (baseline.sql:7449-7477) no tiene columna role; tres de los cuatro endpoints de pestañas de red devuelven 500 o 4xx.",cross,"OMISIÓN 1 — «las pestañas usan profiles.role legacy»: en realidad la columna profiles.role NO EXISTE, y tres de los cuatro endpoints devuelven 500 o 4",BROKEN,P1,1-lens,PENDIENTE,Madre Superiora,,
SWEEP-PRIOR-AUDIT-13,AUDIT_FINDING,"Hallazgo del informe previo, re-verificado en docs/reviews/santa-marta-audit-comparison-2026-08-25.md. Evidencia de código: lib/notificationService.ts:1131-1156 handleEmailNotification; el caso 'immediate' es `// TODO` + console.log, y tres RPC que invoca no existen en el esquema.",cross,"OMISIÓN 2 — el servicio de notificaciones NUNCA envía correo: la rama «immediate» es un TODO, y tres RPC y una tabla que invoca no existen en el esque",BROKEN,P1,2-lens,PENDIENTE,Ingeniería,,
SWEEP-PRIOR-AUDIT-14,AUDIT_FINDING,"Hallazgo del informe previo, re-verificado en docs/reviews/santa-marta-audit-comparison-2026-08-25.md. Evidencia de código: utils/meetingUtils.ts:347-413 descarta el error de los cuatro inserts hijos; persistMeeting.ts descarta el de tres bucles de update; applyMeetingDiffs devuelve void.",cross,"OMISIÓN 3 — acuerdos, compromisos, tareas y asistentes se insertan sin comprobar el error: se pierden en silencio y la UI declara éxito; en la ruta de",BROKEN,P0,1-lens,PENDIENTE,Directora,,
SWEEP-PRIOR-AUDIT-15,AUDIT_FINDING,"Hallazgo del informe previo, re-verificado en docs/reviews/santa-marta-audit-comparison-2026-08-25.md. Evidencia de código: scripts/demo/seed-sm/ no está versionado (git ls-files scripts/demo no devuelve nada) y lib.ts:18 define LOCAL_HOSTS, negándose por diseño a apuntar a un host no local.",cross,"OMISIÓN 4 — todo lo que vieron las directoras el 22 de agosto se sembró en un Supabase LOCAL, con un seeder no versionado que se niega por diseño a ap",REFUTED,NONE,2-lens,n/a,,,
SWEEP-PRIOR-AUDIT-16,AUDIT_FINDING,"Hallazgo del informe previo, re-verificado en docs/reviews/santa-marta-audit-comparison-2026-08-25.md. Evidencia de código: git merge-base main fix/auth-sec2 = 4399949, anterior a 717c2c09 (Z7, PR #49); git diff HEAD main --stat = 283 archivos.",cross,"OMISIÓN 5 — fix/auth-sec2 NO es «main más el endurecimiento de autenticación»: le falta todo Z7 (PR #49), así que fusionarla es una integración real, ",CONDITIONAL,P1,1-agent,PENDIENTE,Seguridad,,
